departure_day,arrival_day,tof_day,total_dv
608,1090.5,482.5,14.1591
616,710.5,94.5,62.5476
616,720,104,58.8422
616,729.5,113.5,55.6797
616,739,123,52.9161
616,748.5,132.5,50.4532
616,758,142,48.2231
616,767.5,151.5,46.1781
616,777,161,44.2842
616,786.5,170.5,42.5166
616,796,180,40.8573
616,805.5,189.5,39.2928
616,815,199,37.8128
616,824.5,208.5,36.4092
616,834,218,35.0757
616,843.5,227.5,33.8071
616,853,237,32.599
616,862.5,246.5,31.4476
616,872,256,30.3497
616,881.5,265.5,29.3023
616,891,275,28.3029
616,900.5,284.5,27.349
616,910,294,26.4386
616,919.5,303.5,25.5697
616,929,313,24.7407
616,938.5,322.5,23.9504
616,948,332,23.1976
616,957.5,341.5,22.4821
616,967,351,21.8042
616,976.5,360.5,21.1655
616,986,370,20.57
616,995.5,379.5,20.0258
616,1005,389,19.5501
616,1014.5,398.5,19.1808
616,1024,408,19.0132
616,1033.5,417.5,19.3365
616,1043,427,21.3619
616,1052.5,436.5,34.312
616,1062,446,42.3259
616,1071.5,455.5,20.7401
616,1081,465,17.0868
616,1090.5,474.5,15.7144
624,720,96,64.2148
624,729.5,105.5,60.4925
624,739,115,57.3041
624,748.5,124.5,54.5099
624,758,134,52.0145
624,767.5,143.5,49.7516
624,777,153,47.6744
624,786.5,162.5,45.7494
624,796,172,43.9522
624,805.5,181.5,42.2648
624,815,191,40.6736
624,824.5,200.5,39.1682
624,834,210,37.7406
624,843.5,219.5,36.3841
624,853,229,35.0933
624,862.5,238.5,33.8638
624,872,248,32.6916
624,881.5,257.5,31.5733
624,891,267,30.5058
624,900.5,276.5,29.4865
624,910,286,28.5128
624,919.5,295.5,27.5824
624,929,305,26.6934
624,938.5,314.5,25.8438
624,948,324,25.0321
624,957.5,333.5,24.257
624,967,343,23.5174
624,976.5,352.5,22.813
624,986,362,22.144
624,995.5,371.5,21.5117
624,1005,381,20.9197
624,1014.5,390.5,20.3755
624,1024,400,19.8947
624,1033.5,409.5,19.513
624,1043,419,19.3219
624,1052.5,428.5,19.612
624,1062,438,21.7065
624,1071.5,447.5,37.9379
624,1081,457,33.9918
624,1090.5,466.5,19.5189
632,729.5,97.5,71.9022
632,739,107,62.1356
632,748.5,116.5,58.9269
632,758,126,56.1076
632,767.5,135.5,53.5849
632,777,145,51.2941
632,786.5,154.5,49.1894
632,796,164,47.2376
632,805.5,173.5,45.4147
632,815,183,43.7027
632,824.5,192.5,42.088
632,834,202,40.5602
632,843.5,211.5,39.1109
632,853,221,37.7335
632,862.5,230.5,36.4225
632,872,240,35.1731
632,881.5,249.5,33.9814
632,891,259,32.8438
632,900.5,268.5,31.7571
632,910,278,30.7187
632,919.5,287.5,29.7257
632,929,297,28.7759
632,938.5,306.5,27.8672
632,948,316,26.9974
632,957.5,325.5,26.165
632,967,335,25.3683
632,976.5,344.5,24.606
632,986,354,23.8771
632,995.5,363.5,23.1811
632,1005,373,22.518
632,1014.5,382.5,21.889
632,1024,392,21.2969
632,1033.5,401.5,20.748
632,1043,411,20.2562
632,1052.5,420.5,19.8532
632,1062,430,19.6233
632,1071.5,439.5,19.8478
632,1081,449,21.9528
632,1090.5,458.5,43.6281
640,739,99,70.2942
640,748.5,108.5,63.7761
640,758,118,60.5522
640,767.5,127.5,57.7128
640,777,137,55.1677
640,786.5,146.5,52.8537
640,796,156,50.7256
640,805.5,165.5,48.7511
640,815,175,46.9061
640,824.5,184.5,45.1728
640,834,194,43.5375
640,843.5,203.5,41.9897
640,853,213,40.5211
640,862.5,222.5,39.1247
640,872,232,37.795
640,881.5,241.5,36.5272
640,891,251,35.3171
640,900.5,260.5,34.1612
640,910,270,33.0562
640,919.5,279.5,31.9991
640,929,289,30.9874
640,938.5,298.5,30.0187
640,948,308,29.0906
640,957.5,317.5,28.2011
640,967,327,27.3483
640,976.5,336.5,26.5306
640,986,346,25.7464
640,995.5,355.5,24.9945
640,1005,365,24.2737
640,1014.5,374.5,23.5835
640,1024,384,22.9237
640,1033.5,393.5,22.295
640,1043,403,21.6995
640,1052.5,412.5,21.1424
640,1062,422,20.6349
640,1071.5,431.5,20.2038
640,1081,441,19.9227
640,1090.5,450.5,20.0533
648,748.5,100.5,68.7214
648,758,110,65.4175
648,767.5,119.5,62.1831
648,777,129,59.3283
648,786.5,138.5,56.7653
648,796,148,54.4321
648,805.5,157.5,52.2848
648,815,167,50.291
648,824.5,176.5,48.4273
648,834,186,46.6756
648,843.5,195.5,45.0224
648,853,205,43.457
648,862.5,214.5,41.971
648,872,224,40.5574
648,881.5,233.5,39.2106
648,891,243,37.9255
648,900.5,252.5,36.6982
648,910,262,35.5248
648,919.5,271.5,34.402
648,929,281,33.327
648,938.5,290.5,32.2971
648,948,300,31.3096
648,957.5,309.5,30.3625
648,967,319,29.4535
648,976.5,328.5,28.5808
648,986,338,27.7425
648,995.5,347.5,26.937
648,1005,357,26.1629
648,1014.5,366.5,25.4188
648,1024,376,24.7037
648,1033.5,385.5,24.0168
648,1043,395,23.3578
648,1052.5,404.5,22.7269
648,1062,414,22.1256
648,1071.5,423.5,21.5574
648,1081,433,21.0308
648,1090.5,442.5,20.5669
656,758,102,67.1883
656,767.5,111.5,66.1443
656,777,121,63.8217
656,786.5,130.5,60.9558
656,796,140,58.3789
656,805.5,149.5,56.0306
656,815,159,53.8675
656,824.5,168.5,51.8579
656,834,178,49.9784
656,843.5,187.5,48.211
656,853,197,46.5423
656,862.5,206.5,44.9614
656,872,216,43.4599
656,881.5,225.5,42.0307
656,891,235,40.668
656,900.5,244.5,39.3669
656,910,254,38.1232
656,919.5,263.5,36.9331
656,929,273,35.7933
656,938.5,282.5,34.7009
656,948,292,33.653
656,957.5,301.5,32.6473
656,967,311,31.6813
656,976.5,320.5,30.7531
656,986,330,29.8605
656,995.5,339.5,29.0019
656,1005,349,28.1755
656,1014.5,358.5,27.3797
656,1024,368,26.6131
656,1033.5,377.5,25.8745
656,1043,387,25.1628
656,1052.5,396.5,24.477
656,1062,406,23.8166
656,1071.5,415.5,23.1815
656,1081,425,22.5722
656,1090.5,434.5,21.991
664,767.5,103.5,65.702
664,777,113,64.5302
664,786.5,122.5,65.469
664,796,132,62.5958
664,805.5,141.5,60.0088
664,815,151,57.6489
664,824.5,160.5,55.4734
664,834,170,53.4511
664,843.5,179.5,51.5585
664,853,189,49.7779
664,862.5,198.5,48.0959
664,872,208,46.5014
664,881.5,217.5,44.986
664,891,227,43.5427
664,900.5,236.5,42.1655
664,910,246,40.8494
664,919.5,255.5,39.5902
664,929,265,38.3842
664,938.5,274.5,37.228
664,948,284,36.1185
664,957.5,293.5,35.0531
664,967,303,34.0293
664,976.5,312.5,33.0448
664,986,322,32.0974
664,995.5,331.5,31.1853
664,1005,341,30.3064
664,1014.5,350.5,29.4593
664,1024,360,28.6421
664,1033.5,369.5,27.8536
664,1043,379,27.0922
664,1052.5,388.5,26.3568
664,1062,398,25.6462
664,1071.5,407.5,24.9595
664,1081,417,24.2958
664,1090.5,426.5,23.6547
672,777,105,64.2708
672,786.5,114.5,62.9292
672,796,124,64.1042
672,805.5,133.5,64.2479
672,815,143,61.6544
672,824.5,152.5,59.2861
672,834,162,57.1013
672,843.5,171.5,55.0689
672,853,181,53.1658
672,862.5,190.5,51.3743
672,872,200,49.6809
672,881.5,209.5,48.0747
672,891,219,46.5471
672,900.5,228.5,45.0909
672,910,238,43.7003
672,919.5,247.5,42.3703
672,929,257,41.0966
672,938.5,266.5,39.8753
672,948,276,38.7031
672,957.5,285.5,37.5772
672,967,295,36.4946
672,976.5,304.5,35.453
672,986,314,34.4501
672,995.5,323.5,33.4838
672,1005,333,32.5521
672,1014.5,342.5,31.6532
672,1024,352,30.7853
672,1033.5,361.5,29.947
672,1043,371,29.1366
672,1052.5,380.5,28.3529
672,1062,390,27.5944
672,1071.5,399.5,26.86
672,1081,409,26.1485
672,1090.5,418.5,25.4589
680,786.5,106.5,62.9036
680,796,116,61.3606
680,805.5,125.5,62.2333
680,815,135,65.9107
680,824.5,144.5,63.3137
680,834,154,60.9401
680,843.5,163.5,58.7487
680,853,173,56.7089
680,862.5,182.5,54.7976
680,872,192,52.9974
680,881.5,201.5,51.2946
680,891,211,49.6783
680,900.5,220.5,48.1399
680,910,230,46.6723
680,919.5,239.5,45.2694
680,929,249,43.9264
680,938.5,258.5,42.6389
680,948,268,41.4031
680,957.5,277.5,40.2156
680,967,287,39.0736
680,976.5,296.5,37.9743
680,986,306,36.9152
680,995.5,315.5,35.8941
680,1005,325,34.909
680,1014.5,334.5,33.9578
680,1024,344,33.0388
680,1033.5,353.5,32.1503
680,1043,363,31.2908
680,1052.5,372.5,30.4587
680,1062,382,29.6526
680,1071.5,391.5,28.8713
680,1081,401,28.1134
680,1090.5,410.5,27.3779
688,796,108,61.6084
688,805.5,117.5,59.8439
688,815,127,60.3726
688,824.5,136.5,62.8616
688,834,146,64.9841
688,843.5,155.5,62.6081
688,853,165,60.4127
688,862.5,174.5,58.3679
688,872,184,56.4507
688,881.5,193.5,54.6437
688,891,203,52.9332
688,900.5,212.5,51.3084
688,910,222,49.7607
688,919.5,231.5,48.2828
688,929,241,46.8689
688,938.5,250.5,45.5139
688,948,260,44.2134
688,957.5,269.5,42.9637
688,967,279,41.7616
688,976.5,288.5,40.604
688,986,298,39.4883
688,995.5,307.5,38.412
688,1005,317,37.373
688,1014.5,326.5,36.3692
688,1024,336,35.3986
688,1033.5,345.5,34.4596
688,1043,355,33.5505
688,1052.5,364.5,32.6697
688,1062,374,31.8158
688,1071.5,383.5,30.9873
688,1081,393,30.1831
688,1090.5,402.5,29.4019
696,805.5,109.5,60.3921
696,815,119,58.3965
696,824.5,128.5,58.5558
696,834,138,60.6454
696,843.5,147.5,66.6622
696,853,157,64.2863
696,862.5,166.5,62.0895
696,872,176,60.0418
696,881.5,185.5,58.1208
696,891,195,56.3089
696,900.5,204.5,54.5925
696,910,214,52.9608
696,919.5,223.5,51.4051
696,929,233,49.9183
696,938.5,242.5,48.4944
696,948,252,47.1283
696,957.5,261.5,45.8157
696,967,271,44.553
696,976.5,280.5,43.3368
696,986,290,42.1642
696,995.5,299.5,41.0325
696,1005,309,39.9394
696,1014.5,318.5,38.8827
696,1024,328,37.8604
696,1033.5,337.5,36.8706
696,1043,347,35.9116
696,1052.5,356.5,34.9818
696,1062,366,34.0797
696,1071.5,375.5,33.2038
696,1081,385,32.3529
696,1090.5,394.5,31.5257
704,815,111,59.2592
704,824.5,120.5,57.0325
704,834,130,56.8131
704,843.5,139.5,58.4577
704,853,149,61.6021
704,862.5,158.5,65.9704
704,872,168,63.7744
704,881.5,177.5,61.7262
704,891,187,59.8033
704,900.5,196.5,57.9883
704,910,206,56.2677
704,919.5,215.5,54.6307
704,929,225,53.0684
704,938.5,234.5,51.5739
704,948,244,50.1411
704,957.5,253.5,48.765
704,967,263,47.4413
704,976.5,272.5,46.1663
704,986,282,44.9367
704,995.5,291.5,43.7496
704,1005,301,42.6025
704,1014.5,310.5,41.4929
704,1024,320,40.4189
704,1033.5,329.5,39.3783
704,1043,339,38.3693
704,1052.5,348.5,37.3904
704,1062,358,36.4399
704,1071.5,367.5,35.5164
704,1081,377,34.6185
704,1090.5,386.5,33.7449
712,824.5,112.5,58.2122
712,834,122,55.7617
712,843.5,131.5,55.1685
712,853,141,56.3451
712,862.5,150.5,59.0469
712,872,160,62.8271
712,881.5,169.5,65.4627
712,891,179,63.416
712,900.5,188.5,61.4932
712,910,198,59.6769
712,919.5,207.5,57.9538
712,929,217,56.3128
712,938.5,226.5,54.7455
712,948,236,53.2445
712,957.5,245.5,51.804
712,967,255,50.4189
712,976.5,264.5,49.0849
712,986,274,47.7985
712,995.5,283.5,46.5563
712,1005,293,45.3554
712,1014.5,302.5,44.1934
712,1024,312,43.0679
712,1033.5,321.5,41.9768
712,1043,331,40.9182
712,1052.5,340.5,39.8904
712,1062,350,38.8917
712,1071.5,359.5,37.9205
712,1081,369,36.9756
712,1090.5,378.5,36.0555
720,834,114,57.2509
720,843.5,123.5,54.5896
720,853,133,53.6386
720,862.5,142.5,54.3453
720,872,152,56.5555
720,881.5,161.5,59.9513
720,891,171,67.1489
720,900.5,180.5,65.1058
720,910,190,63.185
720,919.5,199.5,61.3693
720,929,209,59.6452
720,938.5,218.5,58.002
720,948,228,56.4309
720,957.5,237.5,54.9248
720,967,247,53.4777
720,976.5,256.5,52.0848
720,986,266,50.7416
720,995.5,275.5,49.4446
720,1005,285,48.1906
720,1014.5,294.5,46.9767
720,1024,304,45.8004
720,1033.5,313.5,44.6594
720,1043,323,43.5517
720,1052.5,332.5,42.4755
720,1062,342,41.429
720,1071.5,351.5,40.4107
720,1081,361,39.419
720,1090.5,370.5,38.4526
728,843.5,115.5,56.3733
728,853,125,53.5177
728,862.5,134.5,52.2327
728,872,144,52.4847
728,881.5,153.5,54.1825
728,891,163,57.1149
728,900.5,172.5,60.9378
728,910,182,66.7901
728,919.5,191.5,64.8732
728,929,201,63.0599
728,938.5,210.5,61.3365
728,948,220,59.6925
728,957.5,229.5,58.1192
728,967,239,56.6093
728,976.5,248.5,55.157
728,986,258,53.7573
728,995.5,267.5,52.406
728,1005,277,51.0995
728,1014.5,286.5,49.8345
728,1024,296,48.6083
728,1033.5,305.5,47.4184
728,1043,315,46.2626
728,1052.5,324.5,45.1389
728,1062,334,44.0455
728,1071.5,343.5,42.9806
728,1081,353,41.9429
728,1090.5,362.5,40.9307
736,853,117,55.5753
736,862.5,126.5,52.5443
736,872,136,50.9537
736,881.5,145.5,50.7782
736,891,155,51.9675
736,900.5,164.5,54.3904
736,910,174,57.8075
736,919.5,183.5,61.8831
736,929,193,66.5524
736,938.5,202.5,64.7431
736,948,212,63.0223
736,957.5,221.5,61.3791
736,967,231,59.8049
736,976.5,240.5,58.2927
736,986,250,56.8365
736,995.5,259.5,55.4313
736,1005,269,54.073
736,1014.5,278.5,52.7579
736,1024,288,51.4829
736,1033.5,297.5,50.2453
736,1043,307,49.0426
736,1052.5,316.5,47.8726
736,1062,326,46.7334
736,1071.5,335.5,45.6233
736,1081,345,44.5405
736,1090.5,354.5,43.4836
744,862.5,118.5,54.8514
744,872,128,51.6647
744,881.5,137.5,49.7991
744,891,147,49.231
744,900.5,156.5,49.9341
744,910,166,51.8329
744,919.5,175.5,54.7726
744,929,185,58.5104
744,938.5,194.5,62.7368
744,948,204,66.4136
744,957.5,213.5,64.697
744,967,223,63.0563
744,976.5,232.5,61.4829
744,986,242,59.9698
744,995.5,251.5,58.511
744,1005,261,57.1016
744,1014.5,270.5,55.7374
744,1024,280,54.4149
744,1033.5,289.5,53.131
744,1043,299,51.8828
744,1052.5,308.5,50.6681
744,1062,318,49.4847
744,1071.5,327.5,48.3307
744,1081,337,47.2043
744,1090.5,346.5,46.104
752,872,120,54.1948
752,881.5,129.5,50.8722
752,891,139,48.7629
752,900.5,148.5,47.8406
752,910,158,48.0917
752,919.5,167.5,49.4771
752,929,177,51.9039
752,938.5,186.5,55.2105
752,948,196,59.1663
752,957.5,205.5,63.4915
752,967,215,66.3556
752,976.5,224.5,64.7191
752,986,234,63.1481
752,995.5,243.5,61.6355
752,1005,253,60.1755
752,1014.5,262.5,58.7633
752,1024,272,57.3945
752,1033.5,281.5,56.0658
752,1043,291,54.7739
752,1052.5,300.5,53.5162
752,1062,310,52.2904
752,1071.5,319.5,51.0944
752,1081,329,49.9263
752,1090.5,338.5,48.7843
760,881.5,121.5,53.5978
760,891,131,50.1585
760,900.5,140.5,47.8362
760,910,150,46.5991
760,919.5,159.5,46.4388
760,929,169,47.3389
760,938.5,178.5,49.2488
760,948,188,52.0691
760,957.5,197.5,55.6435
760,967,207,59.7592
760,976.5,216.5,64.1637
760,986,226,66.3627
760,995.5,235.5,64.7957
760,1005,245,63.2853
760,1014.5,254.5,61.8256
760,1024,264,60.4118
760,1033.5,273.5,59.0398
760,1043,283,57.706
760,1052.5,292.5,56.4073
760,1062,302,55.1412
760,1071.5,311.5,53.9053
760,1081,321,52.6974
760,1090.5,330.5,51.5159
768,891,123,53.0523
768,900.5,132.5,49.5146
768,910,142,47.0081
768,919.5,151.5,45.4949
768,929,161,44.9667
768,938.5,170.5,45.4196
768,948,180,46.8311
768,957.5,189.5,49.1458
768,967,199,52.2667
768,976.5,208.5,56.049
768,986,218,60.2981
768,995.5,227.5,64.7832
768,1005,237,66.4216
768,1014.5,246.5,64.9149
768,1024,256,63.457
768,1033.5,265.5,62.0432
768,1043,275,60.6692
768,1052.5,284.5,59.3316
768,1062,294,58.0273
768,1071.5,303.5,56.7538
768,1081,313,55.5087
768,1090.5,322.5,54.2899
776,900.5,124.5,52.5497
776,910,134,48.9306
776,919.5,143.5,46.267
776,929,153,44.5143
776,938.5,162.5,43.6615
776,948,172,43.7105
776,957.5,181.5,44.6564
776,967,191,46.4735
776,976.5,200.5,49.1077
776,986,210,52.4703
776,995.5,219.5,56.4299
776,1005,229,60.8074
776,1014.5,238.5,68.022
776,1024,248,66.5206
776,1033.5,257.5,65.0661
776,1043,267,63.6536
776,1052.5,276.5,62.2791
776,1062,286,60.939
776,1071.5,295.5,59.6303
776,1081,305,58.3505
776,1090.5,314.5,57.0972
784,910,126,52.0815
784,919.5,135.5,48.3965
784,929,145,45.6004
784,938.5,154.5,43.6424
784,948,164,42.5067
784,957.5,173.5,42.1966
784,967,183,42.7173
784,976.5,192.5,44.0627
784,986,202,46.208
784,995.5,211.5,49.1054
784,1005,221,52.6774
784,1014.5,230.5,56.8049
784,1024,240,61.3211
784,1033.5,249.5,68.0993
784,1043,259,66.6497
784,1052.5,268.5,65.2401
784,1062,278,63.8664
784,1071.5,287.5,62.5251
784,1081,297,61.2132
784,1090.5,306.5,59.9281
792,919.5,127.5,51.6391
792,929,137,47.9024
792,938.5,146.5,44.9961
792,948,156,42.8638
792,957.5,165.5,41.4843
792,967,175,40.859
792,976.5,184.5,40.9982
792,986,194,41.9082
792,995.5,203.5,43.5837
792,1005,213,46.0045
792,1014.5,222.5,49.1325
792,1024,232,52.9018
792,1033.5,241.5,57.2044
792,1043,251,61.8808
792,1052.5,260.5,68.2053
792,1062,270,66.8
792,1071.5,279.5,65.4285
792,1081,289,64.0873
792,1090.5,298.5,62.7734
